	chat_id	prompt	response	message_id	reflection
16	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Let me see if I recall correctly, so you think of Nicotine dependence as something bad about smoking Please describe a time where you had a compelling feeling to smoke and actually smoked	 when i was under a lot of stress after a relations death	92790973-64cd-447c-8b02-fe810000bea8	Smoking helped you relive stress.
17	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Please describe a time where you had a compelling feeling to smoke but didn't end up smoking	 when i have been late and havent had the time but its never good if i do this as it makes me feel really bad	981e5a43-599b-4cc2-afb6-708235ba66f1	You could not smoke due to time constraints.
18	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 i wasnt able to concentrate and was very ratty	d377b97b-6a2a-451c-bdea-5462bc621207	Not smoking made you less focused.
19	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	From what I gather, it seems that you think Cost is something bad about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette	 everytime if i am honest i am ashamed i havent been able to stop when i take in the cost	abccc9b6-b6a8-4d08-bf19-a08d9cceb48b	You are concerned about the cost of smoking.
20	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Please describe a time where you thought about the cost of smoking and it prevented you from smoking a cigarette	 all the time i dont have a lot of extra money so really have to budget some weeks i have to cut down to get by and its very hard	7c2a40c9-bbd3-4002-a26e-91cea1a36691	The cost of smoking is a concern for you.
21	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 i felt more in control of external stuff but had a few stressful events that pushed me back down	88da451b-ecfe-42bc-b485-19be6de54d80	Being in control helped you to not smoke.
22	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Let me see if I recall correctly, so you think of Focus as something good about smoking Please describe a time where you wanted to focus on a task and ended up smoking	 occasionally i will try and concentrate and it agitates me and makes me want to put a cigarette in my hand	6f9324a6-74a1-4182-9454-edcc5bb99404	Smoking helps you focus.
23	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Please describe a time where you wanted to focus on a task and didn't end up smoking	 Sometimes i can power through the feeling but sometimes it can really stress me out	9f5b3f96-9337-41db-a12b-35a221ac72cd	You can sometimes focus without having to smoke.
24	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I felt more of a pressure to complete things in one sit in and made myself push through the craving	7d59891b-6a8a-4f75-8a28-81d33e27199d	Working on something helps you not smoke.
25	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Ok, so you associate Stress as something positive about smoking Please describe a time where you experienced stress and ended up smoking	 It helps me centre my thoughts and helps me think things more clearly	07584451-6194-4a8d-957d-1b95dd783a87	Smoking helps you focus.
26	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Please describe a time where you experienced stress and didn't end up smoking	 when i couldnt smoke like when i was in public i do sometimes get anxious in large crowds but of course it wouldnt be right to smoke in public	ca0a6f4a-a283-4f28-8d2f-0b13cc1d4668	You don't like smoking in public.
27	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I had no release from the tension so ended up buying chewing gum	f4409deb-5a59-4e2a-81c3-b718953dbeb8	You found an alternative to smoking to help you relax.
28	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Okay, so you associate Stigma or shame as something negative about smoking Please express a time where you experienced social stigma but still ended up smoking	 I think its a general for any smoker smoking outside now, i dont think it is looked at as good and you do get looks for smoking even in smoking areas	3cae3a4b-a68d-4d99-81b4-6fa2797a8116	You feel others judge your smoking.
29	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Please express a time where you experienced social stigma and didn't smoke	 when we went out with friends that didnt smoke and they hate the smell for them we held off till later	a22424f2-76d1-4ad4-a27c-11e9fb3471dc	You did not smoke because of your friends.
30	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 i tried to keep myself distracted by doing things other than routine	7a06355c-b33c-4cfc-91e2-1b8948d0b5d1	Doing something outside your routine helped you to not smoke.
31	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Let me see if I recall correctly, so you think of Physical appearance as something bad about smoking Please describe a time where you thought about the effect of smoking on your appearance but ended up smoking	 i worry about my skin aging faster due to smoking	282cf5a5-5b4a-414b-a0c5-81c642ace6d6	Skin aging is a concern of smoking for you.
32	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Please describe a time where you thought about the effect of smoking on your appearance and didn't end up smoking	 i didnt stop if i'm honest i just hydrated my skin more and used more exfoliating products	b04ddf2e-aaa6-4ea9-9c20-bcfa4925eccc	You addressed the side effects of smoking in other ways.
33	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 nothing really comes to mind sorry	9507e8de-b81f-4621-8de6-6720bd2a7dc0	You don't remember what helped you not smoke.
34	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Let me see if I recall correctly, so you think of Poor role model as something bad about smoking Please describe a situation where you thought about wanting to be a good role model but ended up smoking	 i am a mother i never smoke in front of my daughter i go outside and never smoke in front of her	445b5868-80a8-477a-8775-562667e2ff60	You're worried about how others will learn from your smoking.
35	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Please describe a situation where you thought about being a good role model and that cause you not to smoke	 i have really tried to stop i have focused on telling my daughter where i am wrong and why she should stay well away from smoking	6011079a-df1a-4e3c-86d8-2472065f0955	You do not want your kids to start smoking.
36	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 just distaction really and not staying too still	6c0fc7a4-d115-4041-b9ed-7cc121f18fb0	Keeping yourself distracted helped you to not smoke.
37	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Ok, so you associate Routine as something positive about smoking Please describe a time where you smoked routinely without thinking about it	 i read a awful lot and have got into the habbit of reading my book outside with a cup of tea.  This i think is the worst thing as i associate it as the habit of doing all together	e0955a24-9515-450d-be6f-225af2a50f37	Smoking is part of a routine for you.
38	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Please describe a time where you missed your routinely smoke	 just when i have been late or rushed	68330d91-8020-424a-a292-87b5d09c4a3a	Being busy helped you to not smoke.
39	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 wasnt really able to without completely changing my routine	b0d5f9d0-55ea-49b0-94da-f904ec41d919	You changed your routine to help you stop smoking.
40	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	From what I gather, it seems that you think Smell is something bad about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking	 i dont like that it does linger on clothes and breath and it can be easily detected by no smokers	91e31abf-a550-4dfa-98b1-b6bfce54f7df	You don't like the smell smoking leaves.
41	prolific:t:3:0d3da0d0-6b5e-40c2-91f5-d172c06d5555	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 The feeling that i was doing completely wrong, at work or in a social setting	3940fb62-730f-4bae-a1f5-0713be417b57	You don't like how others perceive your smoking.
42	prolific:t:6:c2181109-862e-4ecb-a758-b9ddb0f569ae	Great! Okay. Let's now chat about the bad things about smoking What is it about smoking that makes it bad?	 The smell, The health risks, The price. The feeling of smoking makes you outcast in some places.	25690071-b44d-4100-8e06-419f6aff7c4d	The cost, health risks, price, and perception are bad things about smoking.
43	prolific:t:6:c2181109-862e-4ecb-a758-b9ddb0f569ae	Let me see if I recall correctly, so you think of Cost as something bad about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette	 When I smoked more then usual and ran out of cigarettes. I thought about buying more and thought about the cost	be7b495c-503b-4baf-9891-d5b182b01175	The price of smoking made you stop.
44	prolific:t:6:c2181109-862e-4ecb-a758-b9ddb0f569ae	Please describe a time where you thought about the cost of smoking and it prevented you from smoking a cigarette	 No money. Day before payday It was either lunch or ciarettesr	db2656ca-89b9-4c3a-9d16-31ebfbd04ce9	The cost of smoking stopped you from buying cigarettes.
45	prolific:t:6:c2181109-862e-4ecb-a758-b9ddb0f569ae	From what I gather, it seems that you think Health is something bad about smoking Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking	 When a friend was diagnosed with COPD. Thought about my own health	b6e152b5-afae-45fd-931d-29380b110e35	Your friend's health made you think about your own smoking.
46	prolific:t:6:c2181109-862e-4ecb-a758-b9ddb0f569ae	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I was not able to breathe right	c49554ff-628e-4842-bf52-96d9d0a55e0e	You were concerned for your health.
47	prolific:t:6:c2181109-862e-4ecb-a758-b9ddb0f569ae	From what I gather, it seems that you think Smell is something bad about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking	 In a crowded elevator. Just finished smoking a cigarette	0025007b-74f2-46f2-b75a-a370fc8a4260	You were worried about how others perceived the smell of smoking.
48	prolific:t:6:c2181109-862e-4ecb-a758-b9ddb0f569ae	Let me see if I recall correctly, so you think of Stigma or shame as something bad about smoking Please express a time where you experienced social stigma but still ended up smoking	 Out with friends. The only smoker. Had to go outside in the cold to smoke	ed4c3051-3425-4b4f-b282-eb045d021075	You had to smoke alone.
49	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	What is it about smoking that makes it good?	 It makes me feel less anxious and relaxed sometimes	7fd03809-cdce-4921-b7e3-f33f14f8c73b	Smoking relaxes you.
50	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Thank you for confirming my understanding I see, you may smoke because you feel stressed Do you have more positive things about smoking? Tell me if you can think of any	 It also lets me feel less awkward in some situations	3a6baf1e-ba95-441c-8511-01f10bb4c311	Smoking helps you be less awkward.
51	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	I appreciate you confirming my understanding I see, you feel compelled to smoke What else do you find positive about smoking?	 I feel that it sometimes breaks the ice for a conversation with another smoker	61d65904-8eff-4527-8b10-21d96ec12ad7	Smoking helps you be social with other smokers.
52	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Sorry, I didn't understand what you said. Can you write it in a different way Don't worry, I'll give you options if I can't get what you're saying	 It helps to start a conversation	ea7cdc57-5547-4123-805e-1e15e2565fc2	Smoking is a social activity for you.
53	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	I appreciate you confirming my understanding I see, you don't like the smell of cigarettes Do you have more negative things about smoking? Tell me if you can think of any	 it is harming others by second hand smoke	de8aeb50-d491-4df0-8bf8-9f0cc5fa3672	You're worried about how smoking affects others around you.
54	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please continue	 I get cranky when I can not smoke	f84c078c-fa7d-4f32-9f17-bface103941d	Smoking affects your mood.
55	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette?	 today I am broke and still had to buy them. I borrowed money	f8eab7f4-1262-4f07-8c09-24aaa3c3ab41	You're worried about how smoking affects you financially.
56	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please describe a time where you thought about the cost of smoking and it prevented it you from smoking a cigarette	 I had to eat instead with my money so I went with out	02671574-b142-494f-a4c9-29eb777db4d8	The cost of smoking prevented you from smoking.
57	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please describe a time where you were worried about the smell of cigarettes but ended up smoking	 at a friends house my clothes were all stinky they said I was embarrassed	bb6bd661-f83f-4244-982d-88d8484c8d1a	The smell of smoking concerns you.
58	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please describe a time where you were worried about the smell of cigarettes and you didn't smoke	 the next time I went there to visit I refrained 	4162f92a-b890-46a4-82de-2c7daa2c0e09	The smell stopped you from smoking.
59	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please desccribe a situation where you thought about wanting to be a good role model but ended up smoking	 When my kids were younger I should have quyit but did not	e095f626-fde7-4c21-b28f-190e15f6078d	You were worried about being a good role model.
60	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I was able to do the right thing and not feel guilty	1a9e5f41-9a05-41a5-b592-a21a2a8fb61e	Stopping smoking made you feel good.
61	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	I get it, you think Socializing is both good and bad Please describe a time where you were with other smokers and ended up smoking	 When ever I am with other smokers it makes it feel ok to smoke	1144447b-d209-4084-bc5a-f6e93bacf09d	You like to smoke socially.
62	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please describe a time where you were with other smokers and you didn't smoked	 I smelt the way my buddies smelt and I felt good not to be stinky	de5691b1-fb75-40af-8a05-4b75fa21f545	You don't like the smell of smoke.
63	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I was not so socialable with the smokers as much	9e33b907-dacb-472a-b08c-13fb368c67c2	Not smoking made you less social with other smokers.
64	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking	 I had a hard time running but still continued to smoke anyhow and missed my bus	a466db0a-895d-466b-bdb1-fc6c858d78d1	You saw how your health was affected by smoking.
65	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please describe a time where you contemplated the consequences of smoking on your health and then did not smoke that time	 I went hiking and wanted to be able to climb the mountain with my kids and so I did not smoke	6eb9d738-57f2-4d1e-a480-f4e7fc73285d	You were worried about how smoking affected your health.
66	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	I get it, you think Nicotine dependence is both good and bad Please describe a time where you had a compelling feeling to smoke and actually smoked	 All the time everyday all day 	3fced268-eca8-4347-9dff-45700a5407ed	You are always craving a smoke.
67	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please describe a time where you had a compelling feeling to smoke but didn't end up smoking	 I was compelled to have a cigarrette before an interview but refrained	26afde66-3664-4c53-8fe5-cf7c52044e61	You wanted to smoke when you were stressed but refrained.
68	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I just thought of all the bad things that smoking does and it was enough for me to not smoke	691e4755-1dc6-40e7-9a06-ff3b84accc8e	Thinking about the bad effects of smoking helped you stop.
69	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please describe a time where you experienced stress and ended up smoking	 whenever I am stressed and pacing the floors I need a cigarrette and can not control my will power	c68e157a-9ff6-43db-b4f3-9083f6b8d47e	Being stressed increases your urge to smoke.
70	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Please describe a time where you experienced stress and didn’t end up smoking	 I was in the waiting room of the emergency room and felt stressed but it was more important to stay with famioy	f4451091-daef-48d1-92dc-7b03b511ddea	Thinking about your family stopped you from smoking.
71	prolific:t:2:22df9c56-8772-401c-bec6-9f033bf277c2	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I was proud and not disappointed in myself. 	49f578c8-4ff4-42fe-9082-aeacb6aab585	You felt good that you were able to stop yourself from smoking.
72	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Thank you for confirming my understanding Let me see if I understand, you don't like that smoking makes you smell badly I appreciate you making things simple for me, but please use more words in your sentences Can you think of more things that you dislike about smoking? If so, please tell me	 I dislike the fact my children worry about me smoking	716be00f-698c-4cff-a10c-feb5b1ecf54c	You don't like how your smoking affects your family.
73	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	I appreciate you confirming my knowledge Let me see if I get it, you think that cigarettes are expensive I would like to know more about your reasoning, is it possible to use more words in your sentences Do you have more negative things about smoking? Tell me if you can think of any	 The cost of smoking is making life difficult financially	c4d4fcd4-4e18-4938-a0ea-60f0bda97877	The cost of smoking is a concern to you.
74	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Okay, so you associate Cost as something negative about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette	 I was behind in paying a bill but spent the money on cigarettes anyway	faab7f03-529a-4e11-9359-9f13c03774b4	The cost of smoking is affecting other areas of your life.
75	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Let me see if I recall correctly, so you think of Poor role model as something bad about smoking Please describe a situation where you thought about wanting to be a good role model but ended up smoking	 My children moaned at me as they thought I would get ill from smoking but I smoked anyway	f956db19-fb75-488c-84e5-20edbe8450cb	You don't like how your children viewed your smoking.
76	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Please describe a situation where you thought about being a good role model and that cause you not to smoke	 After my daughter complained about her clothes smelling of smoke	eb895c5c-66d6-4b2c-a95e-335c5dbf17bd	Your daughter's opinion made you stop smoking.
77	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I realised it was affecting my dughter	05d1fed8-5979-4d85-bb2e-cae336949a1c	You're worried how smoking affects your daughter.
78	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Let me see if I recall correctly, so you think of Smell as something bad about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking	 I worry when working in a school that the teachers and pupils think I smell of smoke	fe9970f8-1022-4676-8a0f-43614c0601e0	You're worried how the smell of smoke affects those around you.
79	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Please describe a time where you were worried about the smell of cigarettes and you didn't smoke	 When my daughter complained of her clothes smelling	04bb8640-1bcf-4c07-af51-8c3948f99f33	You're worried how your daughter is affected by the smell of smoke.
80	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 Because of the effect it was having on my daughter	e2f06530-886f-4625-abfe-69fd81107518	You're worried about how smoking affected your daughter.
81	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Okay, so you associate Health as something negative about smoking Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking	 When I had a pain in my chest	23842a5d-1a49-4c8f-ac24-895166176c13	You're worried about how smoking affects your health.
82	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Please describe a time where you experienced stress and didn't end up smoking	 When I am working, my job is quite stressful at times	7525e7d2-ddd1-4137-8086-5faaeeb5751f	You didn't smoke at work even when you were stressed.
83	prolific:t:4:760e3f3f-47bf-4993-9451-5bfeb0114e6e	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I was at work so unable to smoke	faae244a-34cd-4897-a727-c3f23012bf2f	Being at work helped you to not smoke.
84	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	What is it about smoking that makes it good?	 It relaxes me and gives me a sense of pleasure. 	5de5ad39-bb2d-4e85-b5d9-675e9801d286	Smoking gives you pleasure and relaxes you.
85	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Thank you for clearing that up Do you have more positive things about smoking? Tell me if you can think of any	 It  something to look forward to doing.	bb4a758e-67e6-42af-9e1d-c7de56ca5bf5	Smoking is something you look forward to do.
86	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Thank you for clearing that up What else do you find positive about smoking?	 It helps me focus and concentrate.	bda482db-f757-439c-b856-0bd405d6bed4	Smoking helps you focus.
87	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	I'm sorry, I don't understand; I am in the process of learning the different kinds of answers. Can you write in a different way Don't worry, I'll give you options if I can't get what you're saying	 It relaxes my mind and body.	bc1ee1d5-6662-4c7a-a9a2-b249daef6c3a	Smoking helps you relax.
88	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Thank you for confirming my understanding I understand: smoking relieves you of stress Do you have more positive things about smoking? Tell me if you can think of any	 Smoking gives me a pleasurable and happy feeling. 	36f49285-8b59-4b7a-bbf3-26abe67cd06a	Smoking gives you pleasure.
89	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	I see, you get pleasure from smoking What else do you find positive about smoking?	 I can concentrate more if I am smoking	3ea4769e-72f7-4013-9499-bac36991c4a0	Smoking helps you concentrate.
90	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	I appreciate you confirming my knowledge I see, you feel compelled to smoke Do you have more positive things about smoking? Tell me if you can think of any	 I like to smoke while I drink alcohol because it feel great	0608e180-50f5-4a47-800c-ed2c73083b80	Smoking feels good for you.
91	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Thank you for confirming my understanding OK, so smoking is pleasant and relaxing for you What else do you find positive about smoking?	 I like to smoke if I am borred.	ead5264c-696c-4d77-a4ef-712a16923df7	Smoking helps you to not be bored.
92	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	I appreciate you confirming my understanding OK, so smoking is pleasant and relaxing for you Are there other things that are good about smoking? If so, please tell me	 It  gives me a nice sensation.	988a351f-9309-41a7-a0af-2142582b40fb	Smoking makes you feel good.
93	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Sorry, I don't get what you're saying. Can you give more details I'm trying to learn what you say, I'll give you options if I can't figure it out	 It  gives me a rush and makes me feel slightly high.	fb63ce9c-36c0-4f91-8374-4d07feec789c	Smoking makes you feel good.
94	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Sorry, I didn't understand what you said. Can you write it in a different way I'm trying to learn what you say, I'll give you options if I can't figure it out	 I like to socialise with other people who smoke.	d6017cce-5c2e-4136-b71d-78d5b32f60fa	Smoking helps you socialize.
95	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	"I appreciate you confirming my understanding OK, let me summarize what you said. You said ""I can concentrate more if I am smoking"", which I think is related to Nicotine dependence You also said ""I enjoy the kick"", ""Smoking gives me a pleasurable and happy feeling. "", ""I like to smoke while I drink alcohol because it feel great"", and ""I like to smoke if I am borred."", which I believe is essentially Feeling good You also said ""It  something to look forward to doing."", which I believe is essentially Routine You also said ""I like to socialise with other people who smoke."", which I believe is essentially Socializing You also said ""It relaxes me and gives me a sense of pleasure. "", ""It relaxes my mind and body."", and ""It  gives me a rush and makes me feel slightly high."", which I think is related to Stress OK. Let's now talk about the bad things about smoking What is it about smoking that makes it bad?"	 Im aware its very bad for your health.	3c41fc8a-202d-4beb-8932-757207e468fe	You're aware of how smoking affects your health.
